 
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0,  
5e-06, 0.1, '', 0.0, 
